"","overall_pick","draft_team","total_games_played","educational_prestige","pick_bucket","career_bucket","team_conference"
"385","8","GSW","733","OtherCollege","Lottery","LongCareer","Western"
"386","9","TOR","938","NonCollegiate","Lottery","LongCareer","Eastern"
"387","10","MIL","440","PowerSchool","Lottery","AverageCareer","Eastern"
"388","11","SAC","236","OtherCollege","Lottery","AverageCareer","Western"
"389","12","IND","659","OtherCollege","Lottery","LongCareer","Eastern"
"390","13","CLE","615","PowerSchool","Lottery","LongCareer","Eastern"
"391","14","LAC","534","OtherCollege","Lottery","LongCareer","Western"
"392","15","DAL","541","OtherCollege","MidtoLateFirst","LongCareer","Western"
"393","16","CLE","729","OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"394","17","ORL","54","OtherCollege","MidtoLateFirst","ShortCareer","Eastern"
"395","18","POR","155","NonCollegiate","MidtoLateFirst","ShortCareer","Western"
"396","19","DET","506","PowerSchool","MidtoLateFirst","LongCareer","Eastern"
"397","20","MIN","16","OtherCollege","MidtoLateFirst","ShortCareer","Western"
"398","21","BRK","494","OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"399","22","ATL","60","OtherCollege","MidtoLateFirst","ShortCareer","Eastern"
"400","23","OKC","755","OtherCollege","MidtoLateFirst","LongCareer","Western"
"401","24","HOU","72","OtherCollege","MidtoLateFirst","ShortCareer","Western"
"402","25","NYK","208","OtherCollege","MidtoLateFirst","AverageCareer","Eastern"
"403","26","MIA","142","OtherCollege","MidtoLateFirst","ShortCareer","Eastern"
"404","27","UTA","776","PowerSchool","MidtoLateFirst","LongCareer","Western"
"405","28","CHI","45","OtherCollege","MidtoLateFirst","ShortCareer","Eastern"
"406","31","DET","48","PowerSchool","SecondRound","ShortCareer","Eastern"
"407","32","DEN","19","OtherCollege","SecondRound","ShortCareer","Western"
"408","33","PHI","44","NonCollegiate","SecondRound","ShortCareer","Eastern"
"409","34","DAL","39","OtherCollege","SecondRound","ShortCareer","Western"
"410","35","PHI","15","OtherCollege","SecondRound","ShortCareer","Eastern"
"411","36","PHI","23","OtherCollege","SecondRound","ShortCareer","Eastern"
"412","37","GSW","387","OtherCollege","SecondRound","AverageCareer","Western"
"413","38","MIL","54","OtherCollege","SecondRound","ShortCareer","Eastern"
"414","39","SAC","793","OtherCollege","SecondRound","LongCareer","Western"
"415","41","DEN","17","PowerSchool","SecondRound","ShortCareer","Western"
"416","42","PHO","858","OtherCollege","SecondRound","LongCareer","Western"
"417","44","CLE","260","OtherCollege","SecondRound","AverageCareer","Eastern"
"418","45","WAS","20","OtherCollege","SecondRound","ShortCareer","Eastern"
"419","46","ORL","104","OtherCollege","SecondRound","ShortCareer","Eastern"
"420","47","POR","460","PowerSchool","SecondRound","LongCareer","Western"
"421","48","WAS","278","NonCollegiate","SecondRound","AverageCareer","Eastern"
"422","50","ATL","252","OtherCollege","SecondRound","AverageCareer","Eastern"
"423","51","LAL","80","PowerSchool","SecondRound","ShortCareer","Western"
"424","54","OKC","605","OtherCollege","SecondRound","LongCareer","Western"
"425","1","LAC","500","OtherCollege","Top5","LongCareer","Western"
"426","2","MEM","1001","OtherCollege","Top5","LongCareer","Western"
"427","3","DEN","563","PowerSchool","Top5","LongCareer","Western"
"428","4","TOR","1083","OtherCollege","Top5","LongCareer","Eastern"
"429","5","GSW","1541","OtherCollege","Top5","LongCareer","Western"
"430","6","DAL","438","OtherCollege","Lottery","AverageCareer","Western"
"431","7","SAC","788","OtherCollege","Lottery","LongCareer","Western"
"432","8","PHI","727","OtherCollege","Lottery","LongCareer","Eastern"
"433","9","MIL","1522","NonCollegiate","Lottery","LongCareer","Eastern"
"434","10","BOS","1343","PowerSchool","Lottery","LongCareer","Eastern"
"435","11","DET","591","OtherCollege","Lottery","LongCareer","Eastern"
"436","12","ORL","587","OtherCollege","Lottery","LongCareer","Eastern"
"437","13","ORL","353","OtherCollege","Lottery","AverageCareer","Eastern"
"438","14","HOU","212","OtherCollege","Lottery","AverageCareer","Western"
"439","15","ORL","665","OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"440","16","HOU","243","OtherCollege","MidtoLateFirst","AverageCareer","Western"
"441","17","MIN","811","NonCollegiate","MidtoLateFirst","LongCareer","Western"
"442","18","HOU","17","NonCollegiate","MidtoLateFirst","ShortCareer","Western"
"443","19","MIL","552","OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"444","20","ATL","113","PowerSchool","MidtoLateFirst","ShortCareer","Eastern"
"445","21","NOP","736","OtherCollege","MidtoLateFirst","LongCareer","Western"
"446","22","LAC","608","OtherCollege","MidtoLateFirst","LongCareer","Western"
"447","23","DEN","554","OtherCollege","MidtoLateFirst","LongCareer","Western"
"448","24","SAS","249","OtherCollege","MidtoLateFirst","AverageCareer","Western"
"449","25","IND","981","NonCollegiate","MidtoLateFirst","LongCareer","Eastern"
"450","26","LAL","68","OtherCollege","MidtoLateFirst","ShortCareer","Western"
"451","27","OKC","270","NonCollegiate","MidtoLateFirst","AverageCareer","Western"
"452","28","CHI","153","OtherCollege","MidtoLateFirst","ShortCareer","Eastern"
"453","29","UTA","1005","PowerSchool","MidtoLateFirst","LongCareer","Western"
"454","30","DAL","127","OtherCollege","MidtoLateFirst","ShortCareer","Western"
"455","31","LAL","649","PowerSchool","SecondRound","LongCareer","Western"
"456","32","OKC","1049","NonCollegiate","SecondRound","LongCareer","Western"
"457","33","OKC","260","PowerSchool","SecondRound","AverageCareer","Western"
"458","34","CHI","325","OtherCollege","SecondRound","AverageCareer","Eastern"
"459","35","DAL","102","NonCollegiate","SecondRound","ShortCareer","Western"
"460","36","SAC","358","OtherCollege","SecondRound","AverageCareer","Western"
"461","37","PHI","9","OtherCollege","SecondRound","ShortCareer","Eastern"
"462","38","NYK","5","OtherCollege","SecondRound","ShortCareer","Eastern"
"463","39","MIL","671","OtherCollege","SecondRound","LongCareer","Eastern"
"464","40","DET","3","NonCollegiate","SecondRound","ShortCareer","Eastern"
"465","41","HOU","747","OtherCollege","SecondRound","LongCareer","Western"
"466","42","ORL","5","OtherCollege","SecondRound","ShortCareer","Eastern"
"467","43","WAS","334","OtherCollege","SecondRound","AverageCareer","Eastern"
"468","44","NYK","230","OtherCollege","SecondRound","AverageCareer","Eastern"
"469","45","LAL","73","PowerSchool","SecondRound","ShortCareer","Western"
"470","46","MIN","40","PowerSchool","SecondRound","ShortCareer","Western"
"471","47","TOR","1","OtherCollege","SecondRound","ShortCareer","Eastern"
"472","48","CLE","43","OtherCollege","SecondRound","ShortCareer","Eastern"
"473","49","ATL","42","OtherCollege","SecondRound","ShortCareer","Eastern"
"474","52","SAS","82","OtherCollege","SecondRound","ShortCareer","Western"
"475","53","DAL","570","OtherCollege","SecondRound","LongCareer","Western"
"476","54","DEN","103","OtherCollege","SecondRound","ShortCareer","Western"
"477","55","DEN","507","OtherCollege","SecondRound","LongCareer","Western"
"478","56","MEM","30","PowerSchool","SecondRound","ShortCareer","Western"
"479","57","UTA","22","OtherCollege","SecondRound","ShortCareer","Western"
"480","58","CHI","105","OtherCollege","SecondRound","ShortCareer","Eastern"
"481","1","CHI","1058","PowerSchool","Top5","LongCareer","Eastern"
"482","2","MEM","576","OtherCollege","Top5","LongCareer","Western"
"483","3","NOP","835","PowerSchool","Top5","LongCareer","Western"
"484","4","LAC","961","OtherCollege","Top5","LongCareer","Western"
"485","5","TOR","262","NonCollegiate","Top5","AverageCareer","Eastern"
"486","6","MIN","651","OtherCollege","Lottery","LongCareer","Western"
"487","7","WAS","921","PowerSchool","Lottery","LongCareer","Eastern"
"488","8","CLE","1304","OtherCollege","Lottery","LongCareer","Eastern"
"489","9","PHO","1163","OtherCollege","Lottery","LongCareer","Western"
"490","10","ATL","1410","OtherCollege","Lottery","LongCareer","Eastern"
"491","11","CLE","119","PowerSchool","Lottery","ShortCareer","Eastern"
"492","12","TOR","15","OtherCollege","Lottery","ShortCareer","Eastern"
"493","13","OKC","827","PowerSchool","Lottery","LongCareer","Western"
"494","14","MIN","142","PowerSchool","Lottery","ShortCareer","Western"
"495","16","CHI","991","OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"496","17","ATL","142","OtherCollege","MidtoLateFirst","ShortCareer","Eastern"
"497","18","DEN","864","OtherCollege","MidtoLateFirst","LongCareer","Western"
"498","19","UTA","159","OtherCollege","MidtoLateFirst","ShortCareer","Western"
"499","20","ATL","294","OtherCollege","MidtoLateFirst","AverageCareer","Eastern"
"500","21","GSW","764","OtherCollege","MidtoLateFirst","LongCareer","Western"
"501","22","HOU","632","OtherCollege","MidtoLateFirst","LongCareer","Western"
"502","23","LAL","630","OtherCollege","MidtoLateFirst","LongCareer","Western"
"503","24","UTA","797","NonCollegiate","MidtoLateFirst","LongCareer","Western"
"504","25","MIA","43","OtherCollege","MidtoLateFirst","ShortCareer","Eastern"
"505","26","IND","199","OtherCollege","MidtoLateFirst","ShortCareer","Eastern"
"506","27","ATL","471","OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"507","28","UTA","448","PowerSchool","MidtoLateFirst","AverageCareer","Western"
"508","29","SAS","15","NonCollegiate","MidtoLateFirst","ShortCareer","Western"
"509","30","LAL","16","PowerSchool","MidtoLateFirst","ShortCareer","Western"
"510","32","CHI","414","OtherCollege","SecondRound","AverageCareer","Eastern"
"511","33","DEN","70","OtherCollege","SecondRound","ShortCareer","Western"
"512","34","BRK","153","OtherCollege","SecondRound","ShortCareer","Eastern"
"513","35","WAS","366","OtherCollege","SecondRound","AverageCareer","Eastern"
"514","36","DAL","137","NonCollegiate","SecondRound","ShortCareer","Western"
"515","37","MEM","143","OtherCollege","SecondRound","ShortCareer","Western"
"516","38","ORL","135","OtherCollege","SecondRound","ShortCareer","Eastern"
"517","39","CLE","8","OtherCollege","SecondRound","ShortCareer","Eastern"
"518","40","DAL","384","NonCollegiate","SecondRound","AverageCareer","Western"
"519","41","DEN","472","OtherCollege","SecondRound","LongCareer","Western"
"520","43","NOP","306","OtherCollege","SecondRound","AverageCareer","Western"
"521","45","SAC","1","PowerSchool","SecondRound","ShortCareer","Western"
"522","47","PHI","223","OtherCollege","SecondRound","AverageCareer","Eastern"
"523","49","CHI","25","OtherCollege","SecondRound","ShortCareer","Eastern"
"524","53","MIA","230","OtherCollege","SecondRound","AverageCareer","Eastern"
"525","56","GSW","25","OtherCollege","SecondRound","ShortCareer","Western"
"526","57","SAS","1057","NonCollegiate","SecondRound","LongCareer","Western"
"527","1","BRK","757","PowerSchool","Top5","LongCareer","Eastern"
"528","2","MEM","547","OtherCollege","Top5","LongCareer","Western"
"529","3","LAC","446","NonCollegiate","Top5","AverageCareer","Western"
"530","4","CHI","289","OtherCollege","Top5","AverageCareer","Eastern"
"531","5","ORL","1032","OtherCollege","Top5","LongCareer","Eastern"
"532","6","ATL","344","PowerSchool","Lottery","AverageCareer","Eastern"
"533","7","CHI","436","OtherCollege","Lottery","AverageCareer","Eastern"
"534","8","CLE","1327","OtherCollege","Lottery","LongCareer","Eastern"
"535","9","HOU","592","OtherCollege","Lottery","LongCareer","Western"
"536","10","ORL","728","OtherCollege","Lottery","LongCareer","Eastern"
"537","11","BOS","145","PowerSchool","Lottery","ShortCareer","Eastern"
"538","12","DAL","409","OtherCollege","Lottery","AverageCareer","Western"
"539","13","ORL","187","OtherCollege","Lottery","ShortCareer","Eastern"
"540","14","DET","167","OtherCollege","Lottery","ShortCareer","Eastern"
"541","15","MIL","151","OtherCollege","MidtoLateFirst","ShortCareer","Eastern"
"542","16","SAC","997","NonCollegiate","MidtoLateFirst","LongCareer","Western"
"543","17","OKC","643","OtherCollege","MidtoLateFirst","LongCareer","Western"
"544","18","LAC","783","OtherCollege","MidtoLateFirst","LongCareer","Western"
"545","19","NOP","680","PowerSchool","MidtoLateFirst","LongCareer","Western"
"546","20","PHI","334","OtherCollege","MidtoLateFirst","AverageCareer","Eastern"
"547","21","TOR","711","OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"548","22","NYK","205","OtherCollege","MidtoLateFirst","AverageCareer","Eastern"
"549","23","UTA","824","NonCollegiate","MidtoLateFirst","LongCareer","Western"
"550","24","CHI","95","NonCollegiate","MidtoLateFirst","ShortCareer","Eastern"
"551","25","PHO","315","NonCollegiate","MidtoLateFirst","AverageCareer","Western"
"552","26","DEN","69","OtherCollege","MidtoLateFirst","ShortCareer","Western"
"553","27","IND","342","NonCollegiate","MidtoLateFirst","AverageCareer","Eastern"
"554","28","POR","27","OtherCollege","MidtoLateFirst","ShortCareer","Western"
"555","29","LAL","453","OtherCollege","MidtoLateFirst","LongCareer","Western"
"556","30","LAC","447","NonCollegiate","MidtoLateFirst","AverageCareer","Western"
"557","31","DAL","133","OtherCollege","SecondRound","ShortCareer","Western"
"558","32","CHI","80","PowerSchool","SecondRound","ShortCareer","Eastern"
"559","33","CHI","450","PowerSchool","SecondRound","LongCareer","Eastern"
"560","34","CHI","50","PowerSchool","SecondRound","ShortCareer","Eastern"
"561","35","WAS","17","OtherCollege","SecondRound","ShortCareer","Eastern"
"562","36","BRK","47","NonCollegiate","SecondRound","ShortCareer","Eastern"
"563","37","MIA","717","OtherCollege","SecondRound","LongCareer","Eastern"
"564","38","HOU","619","OtherCollege","SecondRound","LongCareer","Western"
"565","39","NYK","61","OtherCollege","SecondRound","ShortCareer","Eastern"
"566","40","ATL","155","OtherCollege","SecondRound","ShortCareer","Eastern"
"567","42","OKC","93","NonCollegiate","SecondRound","ShortCareer","Western"
"568","43","MIL","629","OtherCollege","SecondRound","LongCareer","Eastern"
"569","44","DET","456","OtherCollege","SecondRound","LongCareer","Eastern"
"570","45","SAC","108","OtherCollege","SecondRound","ShortCareer","Western"
"571","49","MIL","341","OtherCollege","SecondRound","AverageCareer","Eastern"
"572","50","UTA","19","OtherCollege","SecondRound","ShortCareer","Western"
"573","51","MIN","42","NonCollegiate","SecondRound","ShortCareer","Western"
"574","52","MIA","3","OtherCollege","SecondRound","ShortCareer","Eastern"
"575","53","DEN","6","OtherCollege","SecondRound","ShortCareer","Western"
"576","55","GSW","51","OtherCollege","SecondRound","ShortCareer","Western"
"577","1","WAS","607","NonCollegiate","Top5","LongCareer","Eastern"
"578","2","LAC","1160","NonCollegiate","Top5","LongCareer","Western"
"579","3","ATL","1226","NonCollegiate","Top5","LongCareer","Eastern"
"580","4","CHI","527","NonCollegiate","Top5","LongCareer","Eastern"
"581","5","GSW","857","OtherCollege","Top5","LongCareer","Western"
"582","6","MEM","977","PowerSchool","Lottery","LongCareer","Western"
"583","7","BRK","303","OtherCollege","Lottery","AverageCareer","Eastern"
"584","8","CLE","601","NonCollegiate","Lottery","LongCareer","Eastern"
"585","9","DET","218","OtherCollege","Lottery","AverageCareer","Eastern"
"586","10","BOS","1277","OtherCollege","Lottery","LongCareer","Eastern"
"587","11","BOS","143","OtherCollege","Lottery","ShortCareer","Eastern"
"588","12","OKC","737","NonCollegiate","Lottery","LongCareer","Western"
"589","13","HOU","1181","OtherCollege","Lottery","LongCareer","Western"
"590","14","GSW","729","OtherCollege","Lottery","LongCareer","Western"
"591","15","ORL","400","OtherCollege","MidtoLateFirst","AverageCareer","Eastern"
"592","16","NOP","27","PowerSchool","MidtoLateFirst","ShortCareer","Western"
"593","17","TOR","173","PowerSchool","MidtoLateFirst","ShortCareer","Eastern"
"594","18","HOU","735","OtherCollege","MidtoLateFirst","LongCareer","Western"
"595","19","POR","1116","OtherCollege","MidtoLateFirst","LongCareer","Western"
"596","20","CLE","816","OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"597","21","BOS","25","OtherCollege","MidtoLateFirst","ShortCareer","Eastern"
"598","22","ORL","82","OtherCollege","MidtoLateFirst","ShortCareer","Eastern"
"599","23","HOU","108","OtherCollege","MidtoLateFirst","ShortCareer","Western"
"600","24","UTA","113","NonCollegiate","MidtoLateFirst","ShortCareer","Western"
"601","25","SAC","832","OtherCollege","MidtoLateFirst","LongCareer","Western"
"602","26","PHI","886","OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"603","27","MEM","547","OtherCollege","MidtoLateFirst","LongCareer","Western"
"604","28","SAS","1254","NonCollegiate","MidtoLateFirst","LongCareer","Western"
"605","30","CHI","644","OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"606","31","GSW","552","OtherCollege","SecondRound","LongCareer","Western"
"607","32","ORL","22","OtherCollege","SecondRound","ShortCareer","Eastern"
"608","33","MEM","115","OtherCollege","SecondRound","ShortCareer","Western"
"609","34","ATL","139","OtherCollege","SecondRound","ShortCareer","Eastern"
"610","35","BRK","520","OtherCollege","SecondRound","LongCareer","Eastern"
"611","36","CLE","31","OtherCollege","SecondRound","ShortCareer","Eastern"
"612","37","PHI","39","OtherCollege","SecondRound","ShortCareer","Eastern"
"613","38","DET","634","NonCollegiate","SecondRound","LongCareer","Eastern"
"614","40","OKC","878","PowerSchool","SecondRound","LongCareer","Western"
"615","41","IND","54","OtherCollege","SecondRound","ShortCareer","Eastern"
"616","42","OKC","466","OtherCollege","SecondRound","LongCareer","Western"
"617","45","CHI","45","OtherCollege","SecondRound","ShortCareer","Eastern"
"618","46","MIN","215","OtherCollege","SecondRound","AverageCareer","Western"
"619","48","MEM","28","NonCollegiate","SecondRound","ShortCareer","Western"
"620","49","MIA","16","OtherCollege","SecondRound","ShortCareer","Eastern"
"621","50","POR","44","OtherCollege","SecondRound","ShortCareer","Western"
"622","51","PHO","73","OtherCollege","SecondRound","ShortCareer","Western"
"623","53","UTA","542","OtherCollege","SecondRound","LongCareer","Western"
"624","54","DAL","75","PowerSchool","SecondRound","ShortCareer","Western"
"625","57","PHI","23","OtherCollege","SecondRound","ShortCareer","Eastern"
"626","1","HOU","486","NonCollegiate","Top5","LongCareer","Western"
"627","2","CHI","75","PowerSchool","Top5","ShortCareer","Eastern"
"628","3","GSW","986","PowerSchool","Top5","LongCareer","Western"
"629","4","MEM","790","PowerSchool","Top5","LongCareer","Western"
"630","5","DEN","172","NonCollegiate","Top5","ShortCareer","Western"
"631","6","CLE","103","OtherCollege","Lottery","ShortCareer","Eastern"
"632","7","NYK","965","NonCollegiate","Lottery","LongCareer","Eastern"
"633","8","LAC","628","OtherCollege","Lottery","LongCareer","Western"
"634","9","PHO","846","NonCollegiate","Lottery","LongCareer","Western"
"635","10","MIA","881","PowerSchool","Lottery","LongCareer","Eastern"
"636","11","WAS","629","PowerSchool","Lottery","LongCareer","Eastern"
"637","12","LAC","375","OtherCollege","Lottery","AverageCareer","Western"
"638","13","MIL","89","OtherCollege","Lottery","ShortCareer","Eastern"
"639","14","IND","430","OtherCollege","Lottery","AverageCareer","Eastern"
"640","15","HOU","317","NonCollegiate","MidtoLateFirst","AverageCareer","Western"
"641","16","PHI","247","NonCollegiate","MidtoLateFirst","AverageCareer","Eastern"
"642","17","WAS","436","OtherCollege","MidtoLateFirst","AverageCareer","Eastern"
"643","18","ORL","83","OtherCollege","MidtoLateFirst","ShortCareer","Eastern"
"644","19","UTA","85","OtherCollege","MidtoLateFirst","ShortCareer","Western"
"645","20","TOR","346","OtherCollege","MidtoLateFirst","AverageCareer","Eastern"
"646","21","POR","167","OtherCollege","MidtoLateFirst","ShortCareer","Western"
"647","22","PHO","287","OtherCollege","MidtoLateFirst","AverageCareer","Western"
"648","23","DET","1017","PowerSchool","MidtoLateFirst","LongCareer","Eastern"
"649","24","BRK","419","NonCollegiate","MidtoLateFirst","AverageCareer","Eastern"
"650","25","DEN","86","OtherCollege","MidtoLateFirst","ShortCareer","Western"
"651","26","SAS","895","OtherCollege","MidtoLateFirst","LongCareer","Western"
"652","27","LAL","72","OtherCollege","MidtoLateFirst","ShortCareer","Western"
"653","28","SAC","300","OtherCollege","MidtoLateFirst","AverageCareer","Western"
"654","31","CHI","518","OtherCollege","SecondRound","LongCareer","Eastern"
"655","32","MEM","44","OtherCollege","SecondRound","ShortCareer","Western"
"656","33","DEN","59","OtherCollege","SecondRound","ShortCareer","Western"
"657","34","MIL","527","PowerSchool","SecondRound","LongCareer","Eastern"
"658","35","CLE","861","PowerSchool","SecondRound","LongCareer","Eastern"
"659","37","ATL","103","NonCollegiate","SecondRound","ShortCareer","Eastern"
"660","38","HOU","9","OtherCollege","SecondRound","ShortCareer","Western"
"661","40","WAS","82","NonCollegiate","SecondRound","ShortCareer","Eastern"
"662","41","LAC","73","NonCollegiate","SecondRound","ShortCareer","Western"
"663","42","MIL","487","OtherCollege","SecondRound","LongCareer","Eastern"
"664","44","CHI","162","OtherCollege","SecondRound","ShortCareer","Eastern"
"665","46","MEM","929","PowerSchool","SecondRound","LongCareer","Western"
"666","47","UTA","72","OtherCollege","SecondRound","ShortCareer","Western"
"667","48","MIL","1","OtherCollege","SecondRound","ShortCareer","Eastern"
"668","50","BOS","495","OtherCollege","SecondRound","LongCareer","Eastern"
"669","53","MIA","809","OtherCollege","SecondRound","LongCareer","Eastern"
"670","54","BRK","66","OtherCollege","SecondRound","ShortCareer","Eastern"
"671","56","SAS","743","NonCollegiate","SecondRound","LongCareer","Western"
"672","57","SAS","4","OtherCollege","SecondRound","ShortCareer","Western"
"673","58","SAC","10","OtherCollege","SecondRound","ShortCareer","Western"
"674","1","CLE","1366","NonCollegiate","Top5","LongCareer","Eastern"
"675","2","DET","468","NonCollegiate","Top5","LongCareer","Eastern"
"676","3","DEN","1260","OtherCollege","Top5","LongCareer","Western"
"677","4","TOR","893","OtherCollege","Top5","LongCareer","Eastern"
"678","5","MIA","1054","OtherCollege","Top5","LongCareer","Eastern"
"679","6","LAC","735","OtherCollege","Lottery","LongCareer","Western"
"680","7","CHI","879","PowerSchool","Lottery","LongCareer","Eastern"
"681","8","MIL","429","OtherCollege","Lottery","AverageCareer","Eastern"
"682","9","NYK","233","OtherCollege","Lottery","AverageCareer","Eastern"
"683","10","WAS","427","OtherCollege","Lottery","AverageCareer","Eastern"
"684","11","GSW","557","NonCollegiate","Lottery","LongCareer","Western"
"685","12","OKC","910","PowerSchool","Lottery","LongCareer","Western"
"686","13","MEM","348","OtherCollege","Lottery","AverageCareer","Western"
"687","14","OKC","830","OtherCollege","Lottery","LongCareer","Western"
"688","15","ORL","71","PowerSchool","MidtoLateFirst","ShortCareer","Eastern"
"689","16","BOS","6","OtherCollege","MidtoLateFirst","ShortCareer","Eastern"
"690","17","PHO","150","NonCollegiate","MidtoLateFirst","ShortCareer","Western"
"691","18","NOP","1034","OtherCollege","MidtoLateFirst","LongCareer","Western"
"692","19","UTA","567","NonCollegiate","MidtoLateFirst","LongCareer","Western"
"693","20","BOS","624","PowerSchool","MidtoLateFirst","LongCareer","Eastern"
"694","21","ATL","1064","NonCollegiate","MidtoLateFirst","LongCareer","Eastern"
"695","22","BRK","148","NonCollegiate","MidtoLateFirst","ShortCareer","Eastern"
"696","23","POR","622","NonCollegiate","MidtoLateFirst","LongCareer","Western"
"697","24","LAL","421","OtherCollege","MidtoLateFirst","AverageCareer","Western"
"698","25","DET","507","NonCollegiate","MidtoLateFirst","LongCareer","Eastern"
"699","26","MIN","19","NonCollegiate","MidtoLateFirst","ShortCareer","Western"
"700","27","MEM","782","NonCollegiate","MidtoLateFirst","LongCareer","Western"
"701","28","SAS","850","NonCollegiate","MidtoLateFirst","LongCareer","Western"
"702","29","DAL","507","OtherCollege","MidtoLateFirst","LongCareer","Western"
"703","30","NYK","64","NonCollegiate","MidtoLateFirst","ShortCareer","Eastern"
"704","31","CLE","509","PowerSchool","SecondRound","LongCareer","Eastern"
"705","32","LAL","564","OtherCollege","SecondRound","LongCareer","Western"
"706","33","MIA","2","OtherCollege","SecondRound","ShortCareer","Eastern"
"707","37","ATL","41","OtherCollege","SecondRound","ShortCareer","Eastern"
"708","38","WAS","870","OtherCollege","SecondRound","LongCareer","Eastern"
"709","39","NYK","1","NonCollegiate","SecondRound","ShortCareer","Eastern"
"710","40","GSW","2","OtherCollege","SecondRound","ShortCareer","Western"
"711","41","OKC","731","OtherCollege","SecondRound","LongCareer","Western"
"712","42","ORL","1098","NonCollegiate","SecondRound","LongCareer","Eastern"
"713","43","MIL","671","PowerSchool","SecondRound","LongCareer","Eastern"
"714","45","CHI","792","OtherCollege","SecondRound","LongCareer","Eastern"
"715","47","UTA","818","OtherCollege","SecondRound","LongCareer","Western"
"716","48","NOP","11","NonCollegiate","SecondRound","ShortCareer","Western"
"717","49","IND","709","OtherCollege","SecondRound","LongCareer","Eastern"
"718","51","BRK","1232","OtherCollege","SecondRound","LongCareer","Eastern"
"719","56","BOS","67","OtherCollege","SecondRound","ShortCareer","Eastern"
"720","58","DET","13","NonCollegiate","SecondRound","ShortCareer","Eastern"
"721","1","ORL","1242","NonCollegiate","Top5","LongCareer","Eastern"
"722","2","CHO","616","PowerSchool","Top5","LongCareer","Eastern"
"723","3","CHI","744","PowerSchool","Top5","LongCareer","Eastern"
"724","4","LAC","833","NonCollegiate","Top5","LongCareer","Western"
"725","5","WAS","985","OtherCollege","Top5","LongCareer","Eastern"
"726","6","ATL","391","OtherCollege","Lottery","AverageCareer","Eastern"
"727","7","PHO","902","PowerSchool","Lottery","LongCareer","Western"
"728","8","TOR","139","OtherCollege","Lottery","ShortCareer","Eastern"
"729","9","PHI","1223","OtherCollege","Lottery","LongCareer","Eastern"
"730","10","CLE","73","OtherCollege","Lottery","ShortCareer","Eastern"
"731","11","GSW","516","NonCollegiate","Lottery","LongCareer","Western"
"732","12","OKC","97","NonCollegiate","Lottery","ShortCareer","Western"
"733","13","POR","564","NonCollegiate","Lottery","LongCareer","Western"
"734","14","UTA","800","OtherCollege","Lottery","LongCareer","Western"
"735","15","BOS","915","NonCollegiate","MidtoLateFirst","LongCareer","Eastern"
"736","16","UTA","211","OtherCollege","MidtoLateFirst","AverageCareer","Western"
"737","17","ATL","894","NonCollegiate","MidtoLateFirst","LongCareer","Eastern"
"738","18","NOP","977","NonCollegiate","MidtoLateFirst","LongCareer","Western"
"739","19","MIA","549","NonCollegiate","MidtoLateFirst","LongCareer","Eastern"
"740","20","DEN","878","OtherCollege","MidtoLateFirst","LongCareer","Western"
"741","21","UTA","6","NonCollegiate","MidtoLateFirst","ShortCareer","Western"
"742","22","BRK","143","NonCollegiate","MidtoLateFirst","ShortCareer","Eastern"
"743","23","POR","26","NonCollegiate","MidtoLateFirst","ShortCareer","Western"
"744","24","BOS","432","OtherCollege","MidtoLateFirst","AverageCareer","Eastern"
"745","25","BOS","820","OtherCollege","MidtoLateFirst","LongCareer","Eastern"
"746","26","SAC","714","OtherCollege","MidtoLateFirst","LongCareer","Western"
"747","27","LAL","581","NonCollegiate","MidtoLateFirst","LongCareer","Western"
"748","28","SAS","831","NonCollegiate","MidtoLateFirst","LongCareer","Western"
"749","29","IND","189","OtherCollege","MidtoLateFirst","ShortCareer","Eastern"
"750","30","ORL","632","NonCollegiate","MidtoLateFirst","LongCareer","Eastern"
"751","31","CHI","87","OtherCollege","SecondRound","ShortCareer","Eastern"
"752","32","WAS","6","NonCollegiate","SecondRound","ShortCareer","Eastern"
"753","33","LAC","36","OtherCollege","SecondRound","ShortCareer","Western"
"754","34","ATL","61","OtherCollege","SecondRound","ShortCareer","Eastern"
"755","35","OKC","14","OtherCollege","SecondRound","ShortCareer","Western"
"756","36","ORL","81","OtherCollege","SecondRound","ShortCareer","Eastern"
"757","37","ATL","492","OtherCollege","SecondRound","LongCareer","Eastern"
"758","38","CHI","606","PowerSchool","SecondRound","LongCareer","Eastern"
"759","40","BOS","136","OtherCollege","SecondRound","ShortCareer","Eastern"
"760","43","NYK","1118","PowerSchool","SecondRound","LongCareer","Eastern"
"761","45","CHO","128","OtherCollege","SecondRound","ShortCareer","Eastern"
"762","46","POR","46","NonCollegiate","SecondRound","ShortCareer","Western"
"763","47","MIA","76","OtherCollege","SecondRound","ShortCareer","Eastern"
"764","50","DAL","31","NonCollegiate","SecondRound","ShortCareer","Western"
