"","total_minutes_played","overall_pick","pick_bucket","educational_prestige","team_conference"
"1719",5693,37,"SecondRound","PowerSchool","Western"
"1720",409,38,"SecondRound","OtherCollege","Eastern"
"1721",1871,39,"SecondRound","NonCollegiate","Eastern"
"1722",2103,40,"SecondRound","NonCollegiate","Eastern"
"1723",3134,41,"SecondRound","PowerSchool","Eastern"
"1724",6308,42,"SecondRound","OtherCollege","Eastern"
"1727",3917,45,"SecondRound","PowerSchool","Eastern"
"1728",4853,46,"SecondRound","OtherCollege","Western"
"1729",3745,47,"SecondRound","PowerSchool","Western"
"1730",2448,48,"SecondRound","OtherCollege","Western"
"1731",2017,49,"SecondRound","OtherCollege","Western"
"1732",538,50,"SecondRound","OtherCollege","Eastern"
"1734",16,52,"SecondRound","OtherCollege","Western"
"1735",81,53,"SecondRound","OtherCollege","Western"
"1736",3713,54,"SecondRound","OtherCollege","Western"
"1737",5,55,"SecondRound","NonCollegiate","Eastern"
"1738",167,56,"SecondRound","PowerSchool","Eastern"
"1739",52,57,"SecondRound","OtherCollege","Western"
"1740",36,58,"SecondRound","PowerSchool","Western"
"1741",25,59,"SecondRound","OtherCollege","Western"
"1742",87,60,"SecondRound","OtherCollege","Eastern"
"1743",2694,1,"Top5","PowerSchool","Western"
"1744",6016,2,"Top5","OtherCollege","Western"
"1745",6632,3,"Top5","PowerSchool","Eastern"
"1746",4273,4,"Top5","OtherCollege","Western"
"1747",6044,5,"Top5","OtherCollege","Eastern"
"1748",2343,6,"Lottery","OtherCollege","Western"
"1749",5505,7,"Lottery","OtherCollege","Eastern"
"1750",3442,8,"Lottery","OtherCollege","Eastern"
"1751",4184,9,"Lottery","OtherCollege","Eastern"
"1752",3313,10,"Lottery","PowerSchool","Eastern"
"1753",4422,11,"Lottery","OtherCollege","Western"
"1754",5481,12,"Lottery","PowerSchool","Eastern"
"1755",5294,13,"Lottery","PowerSchool","Eastern"
"1756",1424,14,"Lottery","PowerSchool","Eastern"
"1757",1639,15,"MidtoLateFirst","NonCollegiate","Eastern"
"1758",2882,16,"MidtoLateFirst","OtherCollege","Eastern"
"1759",3064,17,"MidtoLateFirst","OtherCollege","Eastern"
"1760",1761,18,"MidtoLateFirst","NonCollegiate","Eastern"
"1761",356,19,"MidtoLateFirst","NonCollegiate","Western"
"1762",4270,20,"MidtoLateFirst","OtherCollege","Eastern"
"1763",3961,21,"MidtoLateFirst","OtherCollege","Western"
"1764",4056,22,"MidtoLateFirst","OtherCollege","Eastern"
"1765",4768,23,"MidtoLateFirst","NonCollegiate","Western"
"1766",1917,24,"MidtoLateFirst","OtherCollege","Eastern"
"1767",2301,25,"MidtoLateFirst","OtherCollege","Western"
"1768",972,26,"MidtoLateFirst","OtherCollege","Eastern"
"1769",344,27,"MidtoLateFirst","OtherCollege","Eastern"
"1770",4545,28,"MidtoLateFirst","OtherCollege","Western"
"1771",4661,29,"MidtoLateFirst","PowerSchool","Western"
"1772",3904,30,"MidtoLateFirst","OtherCollege","Eastern"
"1773",1755,31,"SecondRound","OtherCollege","Eastern"
"1774",717,32,"SecondRound","OtherCollege","Western"
"1775",706,33,"SecondRound","OtherCollege","Eastern"
"1776",1091,34,"SecondRound","OtherCollege","Eastern"
"1777",185,35,"SecondRound","NonCollegiate","Eastern"
"1778",3618,36,"SecondRound","OtherCollege","Eastern"
"1779",160,37,"SecondRound","NonCollegiate","Western"
"1780",2844,38,"SecondRound","OtherCollege","Eastern"
"1781",223,39,"SecondRound","NonCollegiate","Western"
"1782",542,40,"SecondRound","OtherCollege","Western"
"1783",3085,41,"SecondRound","PowerSchool","Western"
"1784",837,42,"SecondRound","OtherCollege","Eastern"
"1785",1885,43,"SecondRound","OtherCollege","Western"
"1786",328,44,"SecondRound","OtherCollege","Eastern"
"1787",2384,45,"SecondRound","OtherCollege","Eastern"
"1788",2896,46,"SecondRound","OtherCollege","Eastern"
"1789",838,47,"SecondRound","OtherCollege","Western"
"1790",3942,48,"SecondRound","OtherCollege","Western"
"1791",272,49,"SecondRound","OtherCollege","Western"
"1792",234,50,"SecondRound","OtherCollege","Eastern"
"1793",407,51,"SecondRound","OtherCollege","Eastern"
"1794",2092,52,"SecondRound","OtherCollege","Eastern"
"1795",45,53,"SecondRound","OtherCollege","Western"
"1796",28,54,"SecondRound","OtherCollege","Eastern"
"1797",431,55,"SecondRound","OtherCollege","Eastern"
"1799",249,57,"SecondRound","OtherCollege","Western"
"1800",672,58,"SecondRound","OtherCollege","Western"
"1801",28,59,"SecondRound","OtherCollege","Eastern"
"1803",4780,1,"Top5","OtherCollege","Western"
"1804",836,2,"Top5","OtherCollege","Western"
"1805",3891,3,"Top5","NonCollegiate","Eastern"
"1806",2405,4,"Top5","OtherCollege","Eastern"
"1807",4154,5,"Top5","OtherCollege","Eastern"
"1808",1593,6,"Lottery","OtherCollege","Eastern"
"1809",2317,7,"Lottery","NonCollegiate","Eastern"
"1810",1913,8,"Lottery","OtherCollege","Eastern"
"1811",3241,9,"Lottery","NonCollegiate","Eastern"
"1812",1081,10,"Lottery","OtherCollege","Western"
"1813",2993,11,"Lottery","OtherCollege","Western"
"1814",4441,12,"Lottery","OtherCollege","Western"
"1815",1245,13,"Lottery","OtherCollege","Western"
"1816",1243,14,"Lottery","OtherCollege","Eastern"
"1817",3332,15,"MidtoLateFirst","OtherCollege","Eastern"
"1818",3271,16,"MidtoLateFirst","OtherCollege","Western"
"1819",2323,17,"MidtoLateFirst","NonCollegiate","Western"
"1820",1484,18,"MidtoLateFirst","OtherCollege","Western"
"1821",4613,19,"MidtoLateFirst","PowerSchool","Eastern"
"1822",2462,20,"MidtoLateFirst","OtherCollege","Eastern"
"1823",3585,21,"MidtoLateFirst","PowerSchool","Eastern"
"1824",1095,22,"MidtoLateFirst","OtherCollege","Western"
"1825",241,23,"MidtoLateFirst","NonCollegiate","Eastern"
"1826",2290,24,"MidtoLateFirst","NonCollegiate","Eastern"
"1827",3045,25,"MidtoLateFirst","PowerSchool","Western"
"1828",2269,26,"MidtoLateFirst","OtherCollege","Eastern"
"1829",252,27,"MidtoLateFirst","PowerSchool","Western"
"1830",3314,28,"MidtoLateFirst","OtherCollege","Western"
"1831",1465,29,"MidtoLateFirst","OtherCollege","Eastern"
"1832",3785,30,"MidtoLateFirst","OtherCollege","Eastern"
"1833",59,31,"SecondRound","OtherCollege","Western"
"1834",159,32,"SecondRound","PowerSchool","Eastern"
"1835",188,33,"SecondRound","OtherCollege","Western"
"1836",2686,34,"SecondRound","NonCollegiate","Eastern"
"1837",1786,35,"SecondRound","OtherCollege","Western"
"1838",71,36,"SecondRound","OtherCollege","Eastern"
"1839",690,37,"SecondRound","NonCollegiate","Eastern"
"1840",1385,38,"SecondRound","OtherCollege","Western"
"1841",498,39,"SecondRound","OtherCollege","Western"
"1842",87,40,"SecondRound","OtherCollege","Western"
"1843",1417,41,"SecondRound","PowerSchool","Western"
"1844",430,42,"SecondRound","PowerSchool","Western"
"1845",228,43,"SecondRound","OtherCollege","Western"
"1846",35,44,"SecondRound","NonCollegiate","Eastern"
"1847",1459,45,"SecondRound","PowerSchool","Eastern"
"1848",1366,46,"SecondRound","OtherCollege","Western"
"1850",364,48,"SecondRound","OtherCollege","Western"
"1851",992,49,"SecondRound","OtherCollege","Eastern"
"1852",489,50,"SecondRound","OtherCollege","Eastern"
"1854",2724,52,"SecondRound","NonCollegiate","Western"
"1855",137,53,"SecondRound","OtherCollege","Western"
"1856",248,54,"SecondRound","PowerSchool","Eastern"
"1857",205,55,"SecondRound","OtherCollege","Eastern"
"1858",27,56,"SecondRound","OtherCollege","Eastern"
"1859",398,57,"SecondRound","OtherCollege","Western"
"1860",479,58,"SecondRound","OtherCollege","Eastern"
"1861",172,59,"SecondRound","OtherCollege","Eastern"
"1862",291,60,"SecondRound","OtherCollege","Western"
"1863",2088,1,"Top5","OtherCollege","Eastern"
"1864",2138,2,"Top5","NonCollegiate","Western"
"1865",2331,3,"Top5","OtherCollege","Eastern"
"1866",2617,4,"Top5","OtherCollege","Eastern"
"1867",1307,5,"Top5","OtherCollege","Eastern"
"1868",1700,6,"Lottery","NonCollegiate","Western"
"1869",1185,7,"Lottery","NonCollegiate","Western"
"1870",2429,8,"Lottery","OtherCollege","Eastern"
"1871",2076,9,"Lottery","OtherCollege","Western"
"1872",1346,10,"Lottery","OtherCollege","Western"
"1873",304,11,"Lottery","PowerSchool","Eastern"
"1874",965,12,"Lottery","OtherCollege","Western"
"1875",1541,13,"Lottery","OtherCollege","Eastern"
"1876",607,14,"Lottery","OtherCollege","Western"
"1877",1801,15,"MidtoLateFirst","OtherCollege","Eastern"
"1878",1489,16,"MidtoLateFirst","NonCollegiate","Western"
"1879",864,17,"MidtoLateFirst","OtherCollege","Western"
"1880",1367,18,"MidtoLateFirst","OtherCollege","Western"
"1881",63,19,"MidtoLateFirst","OtherCollege","Eastern"
"1882",120,20,"MidtoLateFirst","PowerSchool","Eastern"
"1883",697,21,"MidtoLateFirst","OtherCollege","Eastern"
"1884",541,22,"MidtoLateFirst","PowerSchool","Western"
"1885",239,23,"MidtoLateFirst","NonCollegiate","Western"
"1886",1334,24,"MidtoLateFirst","OtherCollege","Western"
"1887",786,25,"MidtoLateFirst","OtherCollege","Western"
"1888",1310,26,"MidtoLateFirst","OtherCollege","Western"
"1889",1176,27,"MidtoLateFirst","OtherCollege","Eastern"
"1890",6,28,"MidtoLateFirst","OtherCollege","Eastern"
"1891",391,29,"MidtoLateFirst","OtherCollege","Western"
"1892",360,30,"MidtoLateFirst","OtherCollege","Western"
"1893",74,31,"SecondRound","NonCollegiate","Eastern"
"1894",1087,32,"SecondRound","PowerSchool","Eastern"
"1897",2335,35,"SecondRound","OtherCollege","Western"
"1898",372,36,"SecondRound","OtherCollege","Western"
"1899",262,37,"SecondRound","OtherCollege","Eastern"
"1900",2110,38,"SecondRound","OtherCollege","Eastern"
"1901",120,39,"SecondRound","OtherCollege","Western"
"1902",360,40,"SecondRound","OtherCollege","Western"
"1903",205,41,"SecondRound","OtherCollege","Western"
"1904",383,42,"SecondRound","OtherCollege","Eastern"
"1905",640,43,"SecondRound","OtherCollege","Western"
"1906",987,44,"SecondRound","OtherCollege","Eastern"
"1908",696,46,"SecondRound","OtherCollege","Eastern"
"1909",2,47,"SecondRound","PowerSchool","Eastern"
"1910",39,48,"SecondRound","OtherCollege","Eastern"
"1913",760,51,"SecondRound","PowerSchool","Western"
"1914",389,52,"SecondRound","OtherCollege","Eastern"
"1915",168,53,"SecondRound","OtherCollege","Eastern"
"1916",407,54,"SecondRound","OtherCollege","Eastern"
"1917",1209,55,"SecondRound","OtherCollege","Western"
"1918",7,56,"SecondRound","OtherCollege","Eastern"
"1920",555,58,"SecondRound","OtherCollege","Eastern"
"1922",214,60,"SecondRound","NonCollegiate","Eastern"
