"","total_games_played","overall_pick","pick_bucket","educational_prestige","team_conference"
"596",472,41,"SecondRound","OtherCollege","Western"
"598",306,43,"SecondRound","OtherCollege","Western"
"600",1,45,"SecondRound","PowerSchool","Western"
"602",223,47,"SecondRound","OtherCollege","Eastern"
"604",25,49,"SecondRound","OtherCollege","Eastern"
"608",230,53,"SecondRound","OtherCollege","Eastern"
"611",25,56,"SecondRound","OtherCollege","Western"
"612",1057,57,"SecondRound","NonCollegiate","Western"
"614",757,1,"Top5","PowerSchool","Eastern"
"615",547,2,"Top5","OtherCollege","Western"
"616",446,3,"Top5","NonCollegiate","Western"
"617",289,4,"Top5","OtherCollege","Eastern"
"618",1032,5,"Top5","OtherCollege","Eastern"
"619",344,6,"Lottery","PowerSchool","Eastern"
"620",436,7,"Lottery","OtherCollege","Eastern"
"621",1327,8,"Lottery","OtherCollege","Eastern"
"622",592,9,"Lottery","OtherCollege","Western"
"623",728,10,"Lottery","OtherCollege","Eastern"
"624",145,11,"Lottery","PowerSchool","Eastern"
"625",409,12,"Lottery","OtherCollege","Western"
"626",187,13,"Lottery","OtherCollege","Eastern"
"627",167,14,"Lottery","OtherCollege","Eastern"
"628",151,15,"MidtoLateFirst","OtherCollege","Eastern"
"629",997,16,"MidtoLateFirst","NonCollegiate","Western"
"630",643,17,"MidtoLateFirst","OtherCollege","Western"
"631",783,18,"MidtoLateFirst","OtherCollege","Western"
"632",680,19,"MidtoLateFirst","PowerSchool","Western"
"633",334,20,"MidtoLateFirst","OtherCollege","Eastern"
"634",711,21,"MidtoLateFirst","OtherCollege","Eastern"
"635",205,22,"MidtoLateFirst","OtherCollege","Eastern"
"636",824,23,"MidtoLateFirst","NonCollegiate","Western"
"637",95,24,"MidtoLateFirst","NonCollegiate","Eastern"
"638",315,25,"MidtoLateFirst","NonCollegiate","Western"
"639",69,26,"MidtoLateFirst","OtherCollege","Western"
"640",342,27,"MidtoLateFirst","NonCollegiate","Eastern"
"641",27,28,"MidtoLateFirst","OtherCollege","Western"
"642",453,29,"MidtoLateFirst","OtherCollege","Western"
"643",447,30,"MidtoLateFirst","NonCollegiate","Western"
"644",133,31,"SecondRound","OtherCollege","Western"
"645",80,32,"SecondRound","PowerSchool","Eastern"
"646",450,33,"SecondRound","PowerSchool","Eastern"
"647",50,34,"SecondRound","PowerSchool","Eastern"
"648",17,35,"SecondRound","OtherCollege","Eastern"
"649",47,36,"SecondRound","NonCollegiate","Eastern"
"650",717,37,"SecondRound","OtherCollege","Eastern"
"651",619,38,"SecondRound","OtherCollege","Western"
"652",61,39,"SecondRound","OtherCollege","Eastern"
"653",155,40,"SecondRound","OtherCollege","Eastern"
"655",93,42,"SecondRound","NonCollegiate","Western"
"656",629,43,"SecondRound","OtherCollege","Eastern"
"657",456,44,"SecondRound","OtherCollege","Eastern"
"658",108,45,"SecondRound","OtherCollege","Western"
"662",341,49,"SecondRound","OtherCollege","Eastern"
"663",19,50,"SecondRound","OtherCollege","Western"
"664",42,51,"SecondRound","NonCollegiate","Western"
"665",3,52,"SecondRound","OtherCollege","Eastern"
"666",6,53,"SecondRound","OtherCollege","Western"
"668",51,55,"SecondRound","OtherCollege","Western"
"672",607,1,"Top5","NonCollegiate","Eastern"
"673",1160,2,"Top5","NonCollegiate","Western"
"674",1226,3,"Top5","NonCollegiate","Eastern"
"675",527,4,"Top5","NonCollegiate","Eastern"
"676",857,5,"Top5","OtherCollege","Western"
"677",977,6,"Lottery","PowerSchool","Western"
"678",303,7,"Lottery","OtherCollege","Eastern"
"679",601,8,"Lottery","NonCollegiate","Eastern"
"680",218,9,"Lottery","OtherCollege","Eastern"
"681",1277,10,"Lottery","OtherCollege","Eastern"
"682",143,11,"Lottery","OtherCollege","Eastern"
"683",737,12,"Lottery","NonCollegiate","Western"
"684",1181,13,"Lottery","OtherCollege","Western"
"685",729,14,"Lottery","OtherCollege","Western"
"686",400,15,"MidtoLateFirst","OtherCollege","Eastern"
"687",27,16,"MidtoLateFirst","PowerSchool","Western"
"688",173,17,"MidtoLateFirst","PowerSchool","Eastern"
"689",735,18,"MidtoLateFirst","OtherCollege","Western"
"690",1116,19,"MidtoLateFirst","OtherCollege","Western"
"691",816,20,"MidtoLateFirst","OtherCollege","Eastern"
"692",25,21,"MidtoLateFirst","OtherCollege","Eastern"
"693",82,22,"MidtoLateFirst","OtherCollege","Eastern"
"694",108,23,"MidtoLateFirst","OtherCollege","Western"
"695",113,24,"MidtoLateFirst","NonCollegiate","Western"
"696",832,25,"MidtoLateFirst","OtherCollege","Western"
"697",886,26,"MidtoLateFirst","OtherCollege","Eastern"
"698",547,27,"MidtoLateFirst","OtherCollege","Western"
"699",1254,28,"MidtoLateFirst","NonCollegiate","Western"
"700",644,30,"MidtoLateFirst","OtherCollege","Eastern"
"701",552,31,"SecondRound","OtherCollege","Western"
"702",22,32,"SecondRound","OtherCollege","Eastern"
"703",115,33,"SecondRound","OtherCollege","Western"
"704",139,34,"SecondRound","OtherCollege","Eastern"
"705",520,35,"SecondRound","OtherCollege","Eastern"
"706",31,36,"SecondRound","OtherCollege","Eastern"
"707",39,37,"SecondRound","OtherCollege","Eastern"
"708",634,38,"SecondRound","NonCollegiate","Eastern"
"710",878,40,"SecondRound","PowerSchool","Western"
"711",54,41,"SecondRound","OtherCollege","Eastern"
"712",466,42,"SecondRound","OtherCollege","Western"
"715",45,45,"SecondRound","OtherCollege","Eastern"
"716",215,46,"SecondRound","OtherCollege","Western"
"718",28,48,"SecondRound","NonCollegiate","Western"
"719",16,49,"SecondRound","OtherCollege","Eastern"
"720",44,50,"SecondRound","OtherCollege","Western"
"721",73,51,"SecondRound","OtherCollege","Western"
"723",542,53,"SecondRound","OtherCollege","Western"
"724",75,54,"SecondRound","PowerSchool","Western"
"727",23,57,"SecondRound","OtherCollege","Eastern"
"729",486,1,"Top5","NonCollegiate","Western"
"730",75,2,"Top5","PowerSchool","Eastern"
"731",986,3,"Top5","PowerSchool","Western"
"732",790,4,"Top5","PowerSchool","Western"
"733",172,5,"Top5","NonCollegiate","Western"
"734",103,6,"Lottery","OtherCollege","Eastern"
"735",965,7,"Lottery","NonCollegiate","Eastern"
"736",628,8,"Lottery","OtherCollege","Western"
"737",846,9,"Lottery","NonCollegiate","Western"
"738",881,10,"Lottery","PowerSchool","Eastern"
"739",629,11,"Lottery","PowerSchool","Eastern"
"740",375,12,"Lottery","OtherCollege","Western"
"741",89,13,"Lottery","OtherCollege","Eastern"
"742",430,14,"Lottery","OtherCollege","Eastern"
"743",317,15,"MidtoLateFirst","NonCollegiate","Western"
"744",247,16,"MidtoLateFirst","NonCollegiate","Eastern"
"745",436,17,"MidtoLateFirst","OtherCollege","Eastern"
"746",83,18,"MidtoLateFirst","OtherCollege","Eastern"
"747",85,19,"MidtoLateFirst","OtherCollege","Western"
"748",346,20,"MidtoLateFirst","OtherCollege","Eastern"
"749",167,21,"MidtoLateFirst","OtherCollege","Western"
"750",287,22,"MidtoLateFirst","OtherCollege","Western"
"751",1017,23,"MidtoLateFirst","PowerSchool","Eastern"
"752",419,24,"MidtoLateFirst","NonCollegiate","Eastern"
"753",86,25,"MidtoLateFirst","OtherCollege","Western"
"754",895,26,"MidtoLateFirst","OtherCollege","Western"
"755",72,27,"MidtoLateFirst","OtherCollege","Western"
"756",300,28,"MidtoLateFirst","OtherCollege","Western"
"758",518,31,"SecondRound","OtherCollege","Eastern"
"759",44,32,"SecondRound","OtherCollege","Western"
"760",59,33,"SecondRound","OtherCollege","Western"
"761",527,34,"SecondRound","PowerSchool","Eastern"
"762",861,35,"SecondRound","PowerSchool","Eastern"
"764",103,37,"SecondRound","NonCollegiate","Eastern"
"765",9,38,"SecondRound","OtherCollege","Western"
"767",82,40,"SecondRound","NonCollegiate","Eastern"
"768",73,41,"SecondRound","NonCollegiate","Western"
"769",487,42,"SecondRound","OtherCollege","Eastern"
"771",162,44,"SecondRound","OtherCollege","Eastern"
"773",929,46,"SecondRound","PowerSchool","Western"
"774",72,47,"SecondRound","OtherCollege","Western"
"775",1,48,"SecondRound","OtherCollege","Eastern"
"777",495,50,"SecondRound","OtherCollege","Eastern"
"780",809,53,"SecondRound","OtherCollege","Eastern"
"781",66,54,"SecondRound","OtherCollege","Eastern"
"783",743,56,"SecondRound","NonCollegiate","Western"
"784",4,57,"SecondRound","OtherCollege","Western"
"785",10,58,"SecondRound","OtherCollege","Western"
"786",1366,1,"Top5","NonCollegiate","Eastern"
"787",468,2,"Top5","NonCollegiate","Eastern"
"788",1260,3,"Top5","OtherCollege","Western"
"789",893,4,"Top5","OtherCollege","Eastern"
"790",1054,5,"Top5","OtherCollege","Eastern"
"791",735,6,"Lottery","OtherCollege","Western"
"792",879,7,"Lottery","PowerSchool","Eastern"
"793",429,8,"Lottery","OtherCollege","Eastern"
"794",233,9,"Lottery","OtherCollege","Eastern"
"795",427,10,"Lottery","OtherCollege","Eastern"
"796",557,11,"Lottery","NonCollegiate","Western"
"797",910,12,"Lottery","PowerSchool","Western"
"798",348,13,"Lottery","OtherCollege","Western"
"799",830,14,"Lottery","OtherCollege","Western"
"800",71,15,"MidtoLateFirst","PowerSchool","Eastern"
"801",6,16,"MidtoLateFirst","OtherCollege","Eastern"
"802",150,17,"MidtoLateFirst","NonCollegiate","Western"
"803",1034,18,"MidtoLateFirst","OtherCollege","Western"
"804",567,19,"MidtoLateFirst","NonCollegiate","Western"
"805",624,20,"MidtoLateFirst","PowerSchool","Eastern"
"806",1064,21,"MidtoLateFirst","NonCollegiate","Eastern"
"807",148,22,"MidtoLateFirst","NonCollegiate","Eastern"
"808",622,23,"MidtoLateFirst","NonCollegiate","Western"
"809",421,24,"MidtoLateFirst","OtherCollege","Western"
"810",507,25,"MidtoLateFirst","NonCollegiate","Eastern"
"811",19,26,"MidtoLateFirst","NonCollegiate","Western"
"812",782,27,"MidtoLateFirst","NonCollegiate","Western"
"813",850,28,"MidtoLateFirst","NonCollegiate","Western"
"814",507,29,"MidtoLateFirst","OtherCollege","Western"
"815",64,30,"MidtoLateFirst","NonCollegiate","Eastern"
"816",509,31,"SecondRound","PowerSchool","Eastern"
"817",564,32,"SecondRound","OtherCollege","Western"
"818",2,33,"SecondRound","OtherCollege","Eastern"
"822",41,37,"SecondRound","OtherCollege","Eastern"
"823",870,38,"SecondRound","OtherCollege","Eastern"
"824",1,39,"SecondRound","NonCollegiate","Eastern"
"825",2,40,"SecondRound","OtherCollege","Western"
"826",731,41,"SecondRound","OtherCollege","Western"
"827",1098,42,"SecondRound","NonCollegiate","Eastern"
"828",671,43,"SecondRound","PowerSchool","Eastern"
"830",792,45,"SecondRound","OtherCollege","Eastern"
"832",818,47,"SecondRound","OtherCollege","Western"
"833",11,48,"SecondRound","NonCollegiate","Western"
"834",709,49,"SecondRound","OtherCollege","Eastern"
"836",1232,51,"SecondRound","OtherCollege","Eastern"
"841",67,56,"SecondRound","OtherCollege","Eastern"
"843",13,58,"SecondRound","NonCollegiate","Eastern"
"844",1242,1,"Top5","NonCollegiate","Eastern"
"845",616,2,"Top5","PowerSchool","Eastern"
"846",744,3,"Top5","PowerSchool","Eastern"
"847",833,4,"Top5","NonCollegiate","Western"
"848",985,5,"Top5","OtherCollege","Eastern"
"849",391,6,"Lottery","OtherCollege","Eastern"
"850",902,7,"Lottery","PowerSchool","Western"
"851",139,8,"Lottery","OtherCollege","Eastern"
"852",1223,9,"Lottery","OtherCollege","Eastern"
"853",73,10,"Lottery","OtherCollege","Eastern"
"854",516,11,"Lottery","NonCollegiate","Western"
"855",97,12,"Lottery","NonCollegiate","Western"
"856",564,13,"Lottery","NonCollegiate","Western"
"857",800,14,"Lottery","OtherCollege","Western"
"858",915,15,"MidtoLateFirst","NonCollegiate","Eastern"
"859",211,16,"MidtoLateFirst","OtherCollege","Western"
"860",894,17,"MidtoLateFirst","NonCollegiate","Eastern"
"861",977,18,"MidtoLateFirst","NonCollegiate","Western"
"862",549,19,"MidtoLateFirst","NonCollegiate","Eastern"
"863",878,20,"MidtoLateFirst","OtherCollege","Western"
"864",6,21,"MidtoLateFirst","NonCollegiate","Western"
"865",143,22,"MidtoLateFirst","NonCollegiate","Eastern"
"866",26,23,"MidtoLateFirst","NonCollegiate","Western"
"867",432,24,"MidtoLateFirst","OtherCollege","Eastern"
"868",820,25,"MidtoLateFirst","OtherCollege","Eastern"
"869",714,26,"MidtoLateFirst","OtherCollege","Western"
"870",581,27,"MidtoLateFirst","NonCollegiate","Western"
"871",831,28,"MidtoLateFirst","NonCollegiate","Western"
"872",189,29,"MidtoLateFirst","OtherCollege","Eastern"
"873",632,30,"MidtoLateFirst","NonCollegiate","Eastern"
"874",87,31,"SecondRound","OtherCollege","Eastern"
"875",6,32,"SecondRound","NonCollegiate","Eastern"
"876",36,33,"SecondRound","OtherCollege","Western"
"877",61,34,"SecondRound","OtherCollege","Eastern"
"878",14,35,"SecondRound","OtherCollege","Western"
"879",81,36,"SecondRound","OtherCollege","Eastern"
"880",492,37,"SecondRound","OtherCollege","Eastern"
"881",606,38,"SecondRound","PowerSchool","Eastern"
"883",136,40,"SecondRound","OtherCollege","Eastern"
"886",1118,43,"SecondRound","PowerSchool","Eastern"
"888",128,45,"SecondRound","OtherCollege","Eastern"
"889",46,46,"SecondRound","NonCollegiate","Western"
"890",76,47,"SecondRound","OtherCollege","Eastern"
"893",31,50,"SecondRound","NonCollegiate","Western"
"896",42,53,"SecondRound","OtherCollege","Eastern"
"898",16,55,"SecondRound","OtherCollege","Western"
"903",706,1,"Top5","OtherCollege","Eastern"
"904",1072,2,"Top5","OtherCollege","Eastern"
"905",845,3,"Top5","OtherCollege","Western"
"906",1155,4,"Top5","OtherCollege","Western"
"907",971,5,"Top5","OtherCollege","Eastern"
"908",580,6,"Lottery","NonCollegiate","Western"
"909",656,7,"Lottery","PowerSchool","Eastern"
"910",890,8,"Lottery","OtherCollege","Eastern"
"911",225,9,"Lottery","OtherCollege","Western"
"912",418,10,"Lottery","NonCollegiate","Western"
"914",34,12,"Lottery","NonCollegiate","Western"
"915",119,13,"Lottery","OtherCollege","Eastern"
"916",249,14,"Lottery","OtherCollege","Western"
"917",297,15,"MidtoLateFirst","OtherCollege","Eastern"
"918",377,16,"MidtoLateFirst","OtherCollege","Eastern"
"919",586,17,"MidtoLateFirst","OtherCollege","Eastern"
"920",658,18,"MidtoLateFirst","NonCollegiate","Eastern"
"921",526,19,"MidtoLateFirst","OtherCollege","Western"
"922",23,20,"MidtoLateFirst","OtherCollege","Western"
"923",618,21,"MidtoLateFirst","OtherCollege","Western"
"924",867,22,"MidtoLateFirst","OtherCollege","Western"
"925",549,23,"MidtoLateFirst","PowerSchool","Western"
"926",348,24,"MidtoLateFirst","OtherCollege","Western"
"927",473,25,"MidtoLateFirst","NonCollegiate","Western"
"928",618,26,"MidtoLateFirst","PowerSchool","Eastern"
"929",409,27,"MidtoLateFirst","OtherCollege","Western"
"930",618,28,"MidtoLateFirst","NonCollegiate","Western"
"931",51,29,"MidtoLateFirst","PowerSchool","Eastern"
"932",829,30,"MidtoLateFirst","OtherCollege","Eastern"
"933",157,31,"SecondRound","OtherCollege","Eastern"
"934",127,32,"SecondRound","PowerSchool","Western"
"935",758,33,"SecondRound","OtherCollege","Western"
"936",849,34,"SecondRound","NonCollegiate","Western"
"938",825,36,"SecondRound","NonCollegiate","Eastern"
"939",473,37,"SecondRound","OtherCollege","Western"
"940",179,38,"SecondRound","OtherCollege","Eastern"
"941",200,39,"SecondRound","OtherCollege","Western"
"942",833,40,"SecondRound","NonCollegiate","Western"
"943",85,41,"SecondRound","NonCollegiate","Eastern"
"944",17,42,"SecondRound","OtherCollege","Western"
"945",5,43,"SecondRound","NonCollegiate","Eastern"
"946",6,44,"SecondRound","NonCollegiate","Eastern"
"947",1123,45,"SecondRound","NonCollegiate","Eastern"
"949",26,47,"SecondRound","PowerSchool","Western"
"950",145,48,"SecondRound","NonCollegiate","Western"
"951",564,49,"SecondRound","NonCollegiate","Eastern"
"952",487,50,"SecondRound","OtherCollege","Eastern"
"953",23,51,"SecondRound","OtherCollege","Western"
"955",131,53,"SecondRound","OtherCollege","Eastern"
"956",16,54,"SecondRound","PowerSchool","Eastern"
"957",87,55,"SecondRound","OtherCollege","Western"
"958",870,56,"SecondRound","NonCollegiate","Eastern"
"959",806,57,"SecondRound","NonCollegiate","Western"
"960",20,58,"SecondRound","NonCollegiate","Eastern"
"962",30,60,"SecondRound","OtherCollege","Eastern"
"963",550,1,"Top5","NonCollegiate","Eastern"
"964",1076,2,"Top5","OtherCollege","Eastern"
"965",161,3,"Top5","OtherCollege","Eastern"
"966",402,4,"Top5","OtherCollege","Western"
"967",361,5,"Top5","PowerSchool","Eastern"
"968",326,6,"Lottery","OtherCollege","Western"
"969",752,7,"Lottery","PowerSchool","Eastern"
"970",1064,8,"Lottery","PowerSchool","Western"
"971",90,9,"Lottery","OtherCollege","Western"
"972",47,10,"Lottery","NonCollegiate","Western"
"973",940,11,"Lottery","PowerSchool","Eastern"
"974",292,12,"Lottery","PowerSchool","Western"
"975",869,13,"Lottery","NonCollegiate","Eastern"
"976",502,14,"Lottery","OtherCollege","Western"
"977",75,15,"MidtoLateFirst","OtherCollege","Western"
"978",299,16,"MidtoLateFirst","OtherCollege","Eastern"
"979",314,17,"MidtoLateFirst","OtherCollege","Eastern"
"980",111,18,"MidtoLateFirst","NonCollegiate","Eastern"
"981",143,19,"MidtoLateFirst","OtherCollege","Western"
"982",221,20,"MidtoLateFirst","OtherCollege","Eastern"
"983",957,21,"MidtoLateFirst","PowerSchool","Western"
"984",203,22,"MidtoLateFirst","PowerSchool","Eastern"
"985",256,23,"MidtoLateFirst","PowerSchool","Eastern"
"986",1023,24,"MidtoLateFirst","PowerSchool","Western"
"987",408,25,"MidtoLateFirst","OtherCollege","Eastern"
"988",504,26,"MidtoLateFirst","PowerSchool","Western"
"989",353,27,"MidtoLateFirst","NonCollegiate","Western"
"990",82,28,"MidtoLateFirst","OtherCollege","Western"
"991",189,29,"MidtoLateFirst","OtherCollege","Eastern"
"992",151,30,"MidtoLateFirst","NonCollegiate","Western"
"993",67,31,"SecondRound","PowerSchool","Western"
"994",467,32,"SecondRound","OtherCollege","Western"
"995",281,33,"SecondRound","OtherCollege","Eastern"
"996",82,34,"SecondRound","OtherCollege","Western"
"997",777,35,"SecondRound","OtherCollege","Eastern"
"998",403,36,"SecondRound","OtherCollege","Western"
"999",91,37,"SecondRound","OtherCollege","Western"
"1000",7,38,"SecondRound","NonCollegiate","Western"
"1001",68,39,"SecondRound","OtherCollege","Eastern"
"1003",27,41,"SecondRound","OtherCollege","Eastern"
"1004",397,42,"SecondRound","OtherCollege","Eastern"
"1005",26,43,"SecondRound","NonCollegiate","Western"
"1007",102,45,"SecondRound","OtherCollege","Eastern"
"1008",68,46,"SecondRound","OtherCollege","Western"
"1009",1085,47,"SecondRound","OtherCollege","Western"
"1011",239,49,"SecondRound","OtherCollege","Western"
"1012",518,50,"SecondRound","PowerSchool","Eastern"
"1013",22,51,"SecondRound","NonCollegiate","Western"
"1014",6,52,"SecondRound","OtherCollege","Western"
"1016",73,54,"SecondRound","OtherCollege","Eastern"
"1021",30,59,"SecondRound","NonCollegiate","Western"
"1022",14,60,"SecondRound","OtherCollege","Eastern"
"1023",105,1,"Top5","OtherCollege","Western"
"1024",939,2,"Top5","OtherCollege","Western"
"1025",950,3,"Top5","OtherCollege","Eastern"
"1026",958,4,"Top5","OtherCollege","Western"
"1027",1051,5,"Top5","OtherCollege","Eastern"
"1028",272,6,"Lottery","NonCollegiate","Eastern"
"1029",819,7,"Lottery","OtherCollege","Western"
"1030",428,8,"Lottery","OtherCollege","Eastern"
"1031",672,9,"Lottery","OtherCollege","Eastern"
"1032",684,10,"Lottery","OtherCollege","Western"
"1033",188,11,"Lottery","OtherCollege","Eastern"
"1034",1085,12,"Lottery","OtherCollege","Eastern"
"1035",231,13,"Lottery","PowerSchool","Western"
"1036",296,14,"Lottery","OtherCollege","Western"
"1037",651,15,"MidtoLateFirst","OtherCollege","Eastern"
"1038",720,16,"MidtoLateFirst","OtherCollege","Eastern"
"1039",137,17,"MidtoLateFirst","OtherCollege","Eastern"
"1040",860,18,"MidtoLateFirst","NonCollegiate","Western"
"1041",113,19,"MidtoLateFirst","OtherCollege","Western"
"1042",616,20,"MidtoLateFirst","OtherCollege","Eastern"
"1043",328,21,"MidtoLateFirst","OtherCollege","Eastern"
"1044",904,22,"MidtoLateFirst","OtherCollege","Eastern"
"1045",676,23,"MidtoLateFirst","OtherCollege","Eastern"
"1046",249,24,"MidtoLateFirst","NonCollegiate","Western"
"1047",38,25,"MidtoLateFirst","OtherCollege","Western"
"1048",645,26,"MidtoLateFirst","OtherCollege","Western"
"1049",762,27,"MidtoLateFirst","PowerSchool","Eastern"
"1050",355,28,"MidtoLateFirst","NonCollegiate","Western"
"1051",51,29,"MidtoLateFirst","OtherCollege","Western"
"1053",513,31,"SecondRound","OtherCollege","Western"
"1054",62,32,"SecondRound","OtherCollege","Eastern"
"1055",13,33,"SecondRound","OtherCollege","Western"
"1056",26,34,"SecondRound","OtherCollege","Western"
"1057",514,35,"SecondRound","OtherCollege","Western"
"1058",52,36,"SecondRound","OtherCollege","Western"
"1059",433,37,"SecondRound","PowerSchool","Western"
"1060",135,38,"SecondRound","NonCollegiate","Eastern"
"1062",10,40,"SecondRound","NonCollegiate","Western"
"1063",70,41,"SecondRound","OtherCollege","Western"
"1064",2,42,"SecondRound","OtherCollege","Western"
"1068",16,46,"SecondRound","OtherCollege","Western"
"1069",342,47,"SecondRound","OtherCollege","Eastern"
"1070",891,48,"SecondRound","NonCollegiate","Western"
"1071",318,49,"SecondRound","OtherCollege","Eastern"
"1073",1,51,"SecondRound","OtherCollege","Eastern"
"1074",17,52,"SecondRound","OtherCollege","Western"
"1075",18,53,"SecondRound","OtherCollege","Western"
"1078",691,56,"SecondRound","OtherCollege","Eastern"
"1081",33,59,"SecondRound","OtherCollege","Western"
"1083",672,1,"Top5","OtherCollege","Eastern"
"1084",609,2,"Top5","OtherCollege","Eastern"
"1085",547,3,"Top5","OtherCollege","Western"
"1086",1021,4,"Top5","PowerSchool","Western"
"1087",812,5,"Top5","PowerSchool","Western"
"1088",728,6,"Lottery","NonCollegiate","Eastern"
"1089",749,7,"Lottery","PowerSchool","Western"
"1090",67,8,"Lottery","OtherCollege","Eastern"
"1091",976,9,"Lottery","OtherCollege","Eastern"
"1092",868,10,"Lottery","OtherCollege","Eastern"
"1093",586,11,"Lottery","OtherCollege","Eastern"
"1094",588,12,"Lottery","OtherCollege","Western"
"1095",481,13,"Lottery","PowerSchool","Western"
"1096",252,14,"Lottery","OtherCollege","Western"
"1097",939,15,"MidtoLateFirst","OtherCollege","Western"
"1098",705,16,"MidtoLateFirst","OtherCollege","Eastern"
"1099",662,17,"MidtoLateFirst","OtherCollege","Eastern"
"1100",821,18,"MidtoLateFirst","OtherCollege","Eastern"
"1101",534,19,"MidtoLateFirst","OtherCollege","Eastern"
"1102",293,20,"MidtoLateFirst","NonCollegiate","Eastern"
"1103",649,21,"MidtoLateFirst","OtherCollege","Eastern"
"1104",811,22,"MidtoLateFirst","OtherCollege","Eastern"
"1105",686,23,"MidtoLateFirst","OtherCollege","Western"
"1106",903,24,"MidtoLateFirst","NonCollegiate","Western"
"1107",915,25,"MidtoLateFirst","NonCollegiate","Western"
"1108",869,26,"MidtoLateFirst","OtherCollege","Western"
"1109",503,27,"MidtoLateFirst","PowerSchool","Western"
"1110",253,28,"MidtoLateFirst","OtherCollege","Western"
"1111",138,29,"MidtoLateFirst","PowerSchool","Eastern"
"1112",38,30,"MidtoLateFirst","OtherCollege","Eastern"
"1113",271,31,"SecondRound","NonCollegiate","Western"
"1114",8,32,"SecondRound","OtherCollege","Western"
"1115",130,33,"SecondRound","OtherCollege","Western"
"1116",646,34,"SecondRound","PowerSchool","Western"
"1117",980,35,"SecondRound","OtherCollege","Western"
"1118",471,36,"SecondRound","NonCollegiate","Western"
"1119",689,37,"SecondRound","PowerSchool","Eastern"
"1120",73,38,"SecondRound","OtherCollege","Eastern"
"1121",183,39,"SecondRound","OtherCollege","Eastern"
"1122",222,40,"SecondRound","OtherCollege","Eastern"
"1123",45,41,"SecondRound","NonCollegiate","Eastern"
"1124",37,42,"SecondRound","OtherCollege","Western"
"1125",7,43,"SecondRound","OtherCollege","Western"
"1127",888,45,"SecondRound","NonCollegiate","Western"
"1129",181,47,"SecondRound","OtherCollege","Eastern"
"1130",62,48,"SecondRound","OtherCollege","Western"
"1134",138,52,"SecondRound","PowerSchool","Eastern"
"1137",51,55,"SecondRound","OtherCollege","Western"
"1138",25,56,"SecondRound","PowerSchool","Western"
"1140",2,58,"SecondRound","PowerSchool","Western"
"1142",69,60,"SecondRound","NonCollegiate","Eastern"
"1143",724,1,"Top5","OtherCollege","Western"
"1144",224,2,"Top5","PowerSchool","Western"
"1145",942,3,"Top5","OtherCollege","Western"
"1146",594,4,"Top5","OtherCollege","Western"
"1147",665,5,"Top5","NonCollegiate","Western"
"1148",163,6,"Lottery","OtherCollege","Western"
"1149",826,7,"Lottery","OtherCollege","Western"
"1150",409,8,"Lottery","OtherCollege","Eastern"
"1151",957,9,"Lottery","OtherCollege","Eastern"
"1152",555,10,"Lottery","NonCollegiate","Eastern"
"1153",153,11,"Lottery","PowerSchool","Eastern"
"1154",535,12,"Lottery","PowerSchool","Eastern"
"1155",428,13,"Lottery","OtherCollege","Eastern"
"1156",261,14,"Lottery","PowerSchool","Western"
"1157",293,15,"MidtoLateFirst","OtherCollege","Eastern"
"1158",747,16,"MidtoLateFirst","OtherCollege","Eastern"
"1159",839,17,"MidtoLateFirst","PowerSchool","Eastern"
"1160",551,18,"MidtoLateFirst","OtherCollege","Western"
"1161",826,19,"MidtoLateFirst","OtherCollege","Eastern"
"1162",267,20,"MidtoLateFirst","OtherCollege","Western"
"1163",711,21,"MidtoLateFirst","PowerSchool","Western"
"1164",80,22,"MidtoLateFirst","NonCollegiate","Western"
"1165",588,23,"MidtoLateFirst","NonCollegiate","Western"
"1166",189,24,"MidtoLateFirst","OtherCollege","Western"
"1167",182,25,"MidtoLateFirst","NonCollegiate","Western"
"1168",896,26,"MidtoLateFirst","OtherCollege","Eastern"
"1169",578,27,"MidtoLateFirst","OtherCollege","Western"
"1170",770,28,"MidtoLateFirst","OtherCollege","Western"
"1171",394,29,"MidtoLateFirst","OtherCollege","Western"
"1172",51,30,"MidtoLateFirst","NonCollegiate","Eastern"
"1173",237,31,"SecondRound","OtherCollege","Western"
"1174",65,32,"SecondRound","OtherCollege","Eastern"
"1175",715,33,"SecondRound","PowerSchool","Western"
"1177",83,35,"SecondRound","OtherCollege","Eastern"
"1178",249,36,"SecondRound","OtherCollege","Western"
"1179",424,37,"SecondRound","OtherCollege","Western"
"1180",150,38,"SecondRound","OtherCollege","Western"
"1181",635,39,"SecondRound","NonCollegiate","Eastern"
"1182",171,40,"SecondRound","OtherCollege","Eastern"
"1183",539,41,"SecondRound","PowerSchool","Eastern"
"1184",526,42,"SecondRound","OtherCollege","Western"
"1185",483,43,"SecondRound","OtherCollege","Eastern"
"1186",407,44,"SecondRound","OtherCollege","Eastern"
"1187",129,45,"SecondRound","OtherCollege","Western"
"1188",819,46,"SecondRound","OtherCollege","Eastern"
"1190",8,48,"SecondRound","OtherCollege","Western"
"1194",261,52,"SecondRound","PowerSchool","Eastern"
"1195",119,53,"SecondRound","NonCollegiate","Western"
"1197",820,55,"SecondRound","OtherCollege","Western"
"1200",57,58,"SecondRound","OtherCollege","Eastern"
"1203",613,1,"Top5","PowerSchool","Eastern"
"1204",705,2,"Top5","OtherCollege","Eastern"
"1205",790,3,"Top5","OtherCollege","Eastern"
